"kön";"utbildningens inriktning";"region där utbildningen bedrivs";"utbildningens studietakt";"utbildningens studieform";"utbildningens längd";"utbildningens examenstyp";"Antal studerande 2020";"Antal studerande 2021";"Antal studerande 2022";"Antal studerande 2023";"Antal studerande 2024";"Antal examinerade 2020";"Antal examinerade 2021";"Antal examinerade 2022";"Antal examinerade 2023";"Antal examinerade 2024"
"totalt";"Säkerhetstjänster";" Dalarnas län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Dalarnas län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Dalarnas län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Dalarnas län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Gävleborgs län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";22;47;62;92;80;0;12;0;27;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";22;14;..;..;..;0;12;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;33;62;92;80;..;0;0;27;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västernorrlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Jämtlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";38;72;100;95;91;0;0;29;25;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";38;72;100;95;91;0;0;29;25;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Västerbottens län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";" Norrbottens län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Säkerhetstjänster";"Uppgift saknas";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Teknik och tillverkning";"Samtliga län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";4727;5182;5363;5331;5642;975;1023;1279;1234;..
"totalt";"Teknik och tillverkning";"Samtliga län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Teknik och tillverkning";"Samtliga län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";4452;4914;5094;5066;5356;926;966;1232;1192;..
"totalt";"Teknik och tillverkning";"Samtliga län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";275;268;269;265;286;49;57;47;42;..
"totalt";"Teknik och tillverkning";"Samtliga län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Teknik och tillverkning";"Samtliga län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";635;901;1139;1610;2254;70;103;194;206;..
"totalt";"Teknik och tillverkning";"Samtliga län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Teknik och tillverkning";"Samtliga län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";635;878;1123;1574;2234;70;103;194;197;..
"totalt";"Teknik och tillverkning";"Samtliga län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;23;16;36;20;..;0;0;9;..
"totalt";"Teknik och tillverkning";"Samtliga län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Teknik och tillverkning";"Samtliga län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
