"kön";"utbildningens inriktning";"region där utbildningen bedrivs";"utbildningens studietakt";"utbildningens studieform";"utbildningens längd";"utbildningens examenstyp";"Antal studerande 2020";"Antal studerande 2021";"Antal studerande 2022";"Antal studerande 2023";"Antal studerande 2024";"Antal examinerade 2020";"Antal examinerade 2021";"Antal examinerade 2022";"Antal examinerade 2023";"Antal examinerade 2024"
"totalt";"Kultur, media och design";" Stockholms län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Stockholms län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Uppsala län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Södermanlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;40;77;120;..;..;0;0;..
"totalt";"Kultur, media och design";" Östergötlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;40;77;120;..;..;0;0;..
"totalt";"Kultur, media och design";" Östergötlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Östergötlands län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;22;44;63;..;..;0;0;..
"totalt";"Kultur, media och design";" Jönköpings län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;22;44;63;..;..;0;0;..
"totalt";"Kultur, media och design";" Jönköpings län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Jönköpings län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kronobergs län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";93;96;92;85;68;27;26;28;29;..
"totalt";"Kultur, media och design";" Kalmar län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";93;96;92;85;68;27;26;28;29;..
"totalt";"Kultur, media och design";" Kalmar län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Kalmar län";"Deltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Heltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Heltid";"Distans";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Totalt";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Ingen examen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkeshögskoleexamen (YH)";..;..;..;..;..;..;..;..;..;..
"totalt";"Kultur, media och design";" Gotlands län";"Deltid";"Bunden";"Minst 2 år mindre än 2,5 år";"Kvalificerad yrkesexamen (KY)";..;..;..;..;..;..;..;..;..;..
